UserID,first_name,last_name,birthday,country,marital_status,number_of_kids,employment
585467,Os***,Yı******,20.12.56,TR,1,0,Administrative employee
401509,Em***,Yı****,27.08.84,TR,0,1,Teaching Assistant
135963,Öm**,Ko*****,21.01.00,TR,,1,Banker
457218,Ha***,Ku**,20.01.04,TR,0,0,Web Designer
241540,El**,Yi****,03.12.78,TR,1,0,Consultant
790654,Si***,Do***,02.05.76,TR,0,0,Doctor
297742,Ah***,Kı***,07.08.53,TR,0,,Teaching Assistant
528453,Fa***,Ar****,08.12.62,TR,1,2,Web Designer
852352,Hü*****,Çe***,09.04.04,TR,1,0,Professor
599095,Ab******,Yı******,11.06.84,TR,0,0,Manager
353857,Me****,Öz****,18.06.52,TR,0,0,Manager
213258,Ya*****,Ar****,11.11.92,TR,0,0,Teaching Assistant
408689,Ze***,Yı******,10.12.89,TR,0,0,Librarian
587678,Me****,Çe***,20.01.77,TR,0,4,Doctor
687871,Ya*****,Po***,27.06.83,TR,1,4,Administrative employee
297157,Ad**,Yı******,27.02.54,TR,1,2,Web Designer
123699,Je*****,Pe***,18.03.55,US,0,0,Lawyer
282393,Sa***,Di**,30.12.58,US,0,,Librarian
581969,Na***,Sm***,27.07.58,US,0,3,Librarian
414259,Ka***,Br***,21.02.61,US,1,0,Doctor
123514,Mi******,He*******,31.03.64,US,0,4,Web Designer
895839,An*,Ma******,21.10.73,US,1,1,Kitchen staff
934535,Ma**,Ma******,09.04.00,US,0,1,Lawyer
409055,Li***,Di**,25.05.71,US,1,0,Librarian
850103,Li**,Pa***,13.12.53,US,1,3,Librarian
162287,Da***,Ro*******,08.06.02,US,1,0,Consultant
707686,Jo**,Fl****,22.08.90,US,1,2,Consultant
942571,Lu**,Sa*****,19.11.58,US,0,4,Web Designer
300377,Jo**,Sa*****,01.12.87,US,,2,Teaching Assistant
907535,Jo**,Jo*****,18.01.72,US,1,2,Teaching Assistant
832011,Da***,Sm***,02.09.79,US,0,2,Lawyer
331833,Ke***,Go***,29.07.63,US,0,,Lawyer
539529,Mi*****,Br***,07.11.75,US,1,0,Administrative employee
570351,Na***,He*******,27.06.52,US,0,,Librarian
680273,Ka***,To****,11.09.89,US,1,1,Kitchen staff
321117,Ma***,Ra*****,11.02.57,US,0,,Doctor
619738,Sa****,Wi******,28.06.94,US,,2,Teaching Assistant
247617,El*******,Br***,10.07.61,US,0,0,Banker
748564,Mi****,Fl****,20.09.00,US,,,Consultant
543267,Pa******,Di**,21.01.75,US,1,2,Doctor
868229,Li***,He*******,29.06.57,US,1,0,Administrative employee
789469,Na***,Ga****,23.06.70,US,1,1,Kitchen staff
389314,Ja***,Jo*****,18.09.93,US,1,2,Lawyer
620807,Jo**,Go***,06.12.65,US,0,0,Banker
248876,Na***,Pe***,25.12.83,US,0,1,Manager
866017,Ma***,Lo***,01.10.53,US,0,0,Manager
887305,Th*****,Bu*******,17.02.98,ZA,0,2,Kitchen staff
172555,Mi*****,Nd****,17.02.03,ZA,0,,Consultant
459020,Li*****,Mo******,20.10.92,ZA,1,3,Professor
911593,Jo**,Mt*****,06.02.82,ZA,1,0,Manager
682880,Jo***,Zu**,02.03.82,ZA,0,0,Consultant
300800,Si*******,Gu****,15.08.66,ZA,1,0,Consultant
571277,Zi****,Nd****,13.05.99,ZA,0,2,Manager
281076,Le****,Sm***,12.12.73,ZA,0,2,Banker
458293,No********,Wi******,26.03.54,ZA,1,2,Professor
268773,Le****,Nk***,30.04.82,ZA,1,,Kitchen staff
218415,Bu******,Mo******,22.01.01,ZA,0,1,Web Designer
173906,Th*****,Mo******,06.11.61,ZA,0,2,Web Designer
178685,Mi*****,Bu*******,29.05.53,ZA,0,1,Professor
200865,Si*******,Na****,16.12.62,ZA,0,0,Web Designer
102637,Bo*****,Na****,24.02.50,ZA,0,,Consultant
